# Phase 2 fire-list fixture for session-recall-guard.sh.
#
# The FIXED LEFT SIDE of acceptance criterion 2. The relation is SET EQUALITY,
# not coverage: coverage passes for a regex that selects zero records, and it
# also passes for `predicate OR prompt == "hello"` at 56 fires.
#
# Every row is a non-meta HUMAN record on which the shipped hook fires:
#   <session>.jsonl:<line>   <arm>   <timestamp>   <trigger quoted verbatim>
# The prompts themselves are NOT reproduced here. They are Scott's raw typed
# text; the quoted trigger is the only fragment the hook itself emits.
#
# SNAPSHOT (frozen, because the corpus grows during a run and a live re-walk is
# not reproducible):
#   taken          2026-09-18 06:44 local, on desk.lan
#   source         ~/.claude/projects/**/*.jsonl
#   extraction     type == "user", isSidechain false, content is a string or a
#                  block list with no tool_result (text blocks joined; an
#                  image+text paste keeps its text)
#   records        18,093
#   sha256         8cdb7907cce747a554d0ca44ba2f51925d4d22ad20d14770b9b7d4222aef687e
#   buckets        human 11,250 (2,061 isMeta), tagged 2,613,
#                  `Another Claude session sent a message:` 2,360,
#                  `Review this change for security` 1,870, `Caveat:` 0
#   reproducer     freeze.py then replay.py, both in this directory. replay.py
#                  invokes the real hook once per record: there is no second
#                  copy of the predicate in the measurement.
#
# RESULT: 48 non-meta human fires, 0 across all 6,843 non-human records.
#
# The doc's figure is 46, measured in panel round 3 on an 18,048-record
# extraction. Both extra fires are accounted for, and neither is a predicate
# change. Restricting this snapshot to records older than round 3's fold commit
# (2026-09-18 00:52:01 -0700) and folding the phrase arm case-sensitively
# reproduces 46 / 0 exactly, and the same restriction reproduces the doc's
# denominators (isMeta 2,052 and security-review 1,862 to the record).
#
#   00938fec-...:543   NEW RECORD. Written 06:25 local on 2026-09-18, after
#                      round 3's extraction. Id arm.
#   59d90b84-...:94    CASE. Reads "A COPY AND PASTE FROM THE PREVIOUS SESSION",
#                      shouted, so it matches only because the phrase arm folds
#                      case. The doc enumerates the phrase list in lower case
#                      and never states the folding; Phase 0's committed
#                      spike-hook.sh uses `grep -oiP`, and round 3's count
#                      implies case-sensitive. That is the same defect the doc
#                      caught on the id arm (prose form scores 50, not 46),
#                      unfixed on the phrase arm. Settled case-insensitive: the
#                      doc's `The predicate` now states the folding per arm and
#                      AC2 pins 48 / 0 on this snapshot with both divergences
#                      named inline.
00938fec-3b63-42df-bbc1-3d603e13da61.jsonl:543	id	2026-09-18T13:25:52.718Z	f16687e6-cbf4-4282-b5aa-9f3543220dc3
067afb22-f642-4b71-bea9-aab5f6f85caf.jsonl:7	id	2026-06-12T14:20:34.390Z	e8881722-ffbd-43a5-ada5-b99dcc80d069
0aa5240e-339a-40ae-8617-6c0be2296eec.jsonl:4	id	2026-06-28T18:51:28.735Z	9a30918f-24ba-4128-b0a8-2d5b869d9f6b
1155bc72-45b4-45f4-9be6-e4d04c29d6cc.jsonl:4	id	2026-07-25T06:54:09.472Z	4330e3fa-67ef-4a03-83e4-4ae8ce331f65
1e96e45b-dcfb-44e5-abce-791583660b24.jsonl:67	phrase	2026-08-12T21:06:50.283Z	last session
2af023b0-e6ef-4212-93b8-c508939ae069.jsonl:9	id	2026-09-03T05:43:29.625Z	7ca1cf38-6082-4608-b12a-1217d1671255
2b163b4e-62ec-4cf6-81b7-0d5b02a2bdd8.jsonl:1184	id	2026-07-04T14:28:19.959Z	9ce1088d-5482-489e-93e2-7055041c3545
2b163b4e-62ec-4cf6-81b7-0d5b02a2bdd8.jsonl:588	id	2026-07-04T07:15:24.566Z	9ce1088d-5482-489e-93e2-7055041c3545
38a690c7-8214-4d6b-a6b1-4fe399c62582.jsonl:1091	id	2026-07-11T06:12:38.316Z	45fddb9a-b28d-4c6a-a952-1db6822d2a0e
440d5d0e-6f57-4acc-bbe1-9f8242ee670f.jsonl:290	id	2026-09-01T04:31:08.598Z	5d762c47-e96e-4fb5-9280-794645857734
440d5d0e-6f57-4acc-bbe1-9f8242ee670f.jsonl:5	id	2026-09-01T00:05:45.946Z	a20ef02b-00f3-4070-82cd-a1a98e7378f8
45fddb9a-b28d-4c6a-a952-1db6822d2a0e.jsonl:4	id	2026-07-10T22:27:57.822Z	b7545d7f-eb43-4a93-9d02-e3c65ee0bfe6
48081800-ae48-485d-81f9-bf2976ee480b.jsonl:4	id	2026-07-15T21:17:04.093Z	dad176a5-cf44-49af-804c-ff8ec95e859c
4b7eddc0-2440-4def-ae32-d7221a7776d8.jsonl:397	phrase	2026-06-23T08:05:06.249Z	previous session
